Código,Unidade Curricular,Cursos,Tipo,Época,Nome,Requer inscrição prévia,Período de Inscrição,Data,Salas,Estado de pedido de sala,Capacidade Salas,Nº alunos previsto,Lugares
L0104,Estatística,9081 - LE,Teste,Época Normal,1º Teste Intercalar,Não,-,2022/10/04 09:30 - 12:30,,Novo,0,88,-88
03703,Cálculo I,"9098 - LETI, 9119 - LEI, 9885 - LEI-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/05 18:30 - 21:30,,,0,284,-284
00529,"Eleições, Partidos e Representação Política","0294 - ACP, B31 - MCP",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/12 15:00 - 18:00,,,0,53,-53
03508,História e Teoria das Relações Internacionais,0186 - MEInt,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:30 - 21:30,,,0,102,-102
03586,Programação (1ciclo),"0322 - LCD, 0324 - LCD-PL",Teste,Época Normal,Teste 1ª época,Não,-,2023/01/11 18:00 - 21:00,Auditório 4,Resolvido,125,130,-5
M7605,Modelos da Estrutura Temporal de Taxas de Juro,B76 - MMF,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/24 15:00 - 18:00,,,0,10,-10
L5045,Gestão da Cadeia de Abastecimento,L030 - LGIL,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/05 11:30 - 14:30,,,0,54,-54
01973,Introdução ao Inglês para Negócios,CT01 - CT,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/05 11:30 - 14:30,,,0,108,-108
02017,Gestão da Biodiversidade,0116 - MEAS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:30 - 21:30,,,0,40,-40
01730,Redes Sociais Online,B01 - MCCTI,Exame,Época Especial,Época especial - Trabalho individual,Não,-,2023/07/14 00:00 - 23:59,,,0,92,-92
M9084,Seminário de Investigação em Políticas de Desenvolvimento dos Recursos Humanos,B12 - MPDRH,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 18:30 - 21:30,,,0,27,-27
00899,Métodos de Investigação em Hotelaria e Turismo,027 - MGHT,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/07 11:30 - 14:30,,,0,35,-35
03461,Seminário Interdisciplinar,0291 - GSM,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/19 18:30 - 21:30,,,0,33,-33
02670,Contabilidade e Reporte Financeiro (6ects),0313 - CIIBS,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/10 11:30 - 14:30,,,0,63,-63
03474,Análise e Avaliação Económica em Saúde,B23 - MGSS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/11 08:00 - 11:00,,,0,42,-42
L6105,Análise de Dados em Ciências Sociais: Modelos de Dependência,"9240 - LS, 8109 - LS-PL",Exame,Época Especial,Época Especial - Exame escrito,Não,-,2023/07/14 09:30 - 11:30,,,0,113,-113
00488,Laboratório de Elaboração de Projectos em Ciência Política,9019 - LCP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 15:00 - 18:00,,,0,56,-56
L5400,Análise de Dados em Ciências Sociais - Descritiva,"9019 - LCP, 9240 - LS, 8109 - LS-PL",Exame,1.ª Época,Exame escrito/SPSS - 1.ª Época,Não,-,2023/01/04 18:30 - 21:30,"D1.01, D1.09",Resolvido,78,231,-153
L5225,Psicopatologia,9219 - LP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 15:00 - 18:00,,,0,125,-125
00673,Métodos e Técnicas de Estudo,CT01 - CT,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 08:00 - 11:00,,,0,114,-114
03219,"Gestão Internacional, Ética e Responsabilidade Social",B42 - MGI,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/20 18:30 - 21:30,,,0,45,-45
M1509,Gestão de Projectos de Sistemas de Informação,B15 - MGSI,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/04 18:30 - 21:30,,,0,36,-36
03823,Desenho III (2020),9257 - MIA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/20 08:00 - 11:00,,,0,54,-54
04008,Inglês Académico: Intermédio B1+,CT01 - CT,Exame,1.ª Época,Exame - 1.ª época,Não,-,2023/01/04 11:30 - 14:30,,Novo,0,27,-27
03829,Comunicação Visual II,9257 - MIA,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/18 15:00 - 18:00,,,0,69,-69
03606,Interfaces Web para A Gestão de Dados,"0322 - LCD, 0324 - LCD-PL",Exame,1.ª Época,Entrega especial e Defesa de Relatório de Trabalho,Não,-,2022/10/28 18:00 - 21:00,,,0,77,-77
L5027,Matemática,"8029 - LFC, 9147 - LG, 9156 - LGM, L030 - LGIL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 08:00 - 11:00,,,0,656,-656
L5315,Programação Orientada para Objectos,"9098 - LETI, 9119 - LEI, 9885 - LEI-PL, 9189 - LIGE, 8366 - LIGE-PL",Exame,Época Especial,Exame Época Especial,Não,-,2023/07/10 08:00 - 11:00,,Resolvido,0,296,-296
00981,Negociação (Pg),BPG018 - GE,Teste,Época Normal,teste,Não,-,2022/11/10 18:30 - 20:30,,,0,0,0
00556,Análise de Redes em Ciências Sociais,0310 - CIESPP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/03 18:30 - 21:30,,,0,47,-47
03601,"Segurança, Ética e Privacidade","0322 - LCD, 0324 - LCD-PL",Exame,Época Especial,Exame época especial,Não,-,2023/07/12 09:00 - 12:00,,Novo,0,97,-97
03602,Introdução A Modelos Dinâmicos,"0322 - LCD, 0324 - LCD-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/05 15:00 - 18:00,,,0,88,-88
L0215,Economia,9156 - LGM,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/12 08:00 - 11:00,,,0,80,-80
01675,Gestão da Qualidade em Educação,079 - MAE,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/20 18:30 - 21:30,,,0,47,-47
L0287,Econometria II,9081 - LE,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/12 08:00 - 11:00,,,0,81,-81
M2512,Estado e Administração Pública,013 - MAP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/18 18:30 - 21:30,,,0,49,-49
02887,Inovação e Mudança Organizacional (2c),0219 - MGRHCO,Exame,Época Especial,Special Evaluation Season | Época Especial,Não,-,2023/07/14 14:00 - 17:00,,Novo,0,82,-82
L6105,Análise de Dados em Ciências Sociais: Modelos de Dependência,"9240 - LS, 8109 - LS-PL",Exame,2.ª Época,2.ª Época - Exame SPSS,Não,-,2023/01/24 18:30 - 21:30,,,0,113,-113
M8557,Métodos Quantitativos Aplicados ao Marketing,B55 - MM,Exame,1.ª Época,1st Sitting / 1ª Época,Não,-,2022/12/07 14:00 - 17:00,Auditório B1.04,Resolvido,96,82,14
L5400,Análise de Dados em Ciências Sociais - Descritiva,"9019 - LCP, 9240 - LS, 8109 - LS-PL",Teste,Época Normal,2º Teste,Não,-,2022/12/10 09:00 - 17:00,"D1.06, 0S02, 0S01, D1.09",Resolvido,152,231,-79
03839,Gestão de Projeto e de Obra,9257 - MIA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/05 11:30 - 14:30,,,0,44,-44
01800,Introdução ao Excel,"CT01 - CT, 9019 - LCP, 9240 - LS, 8109 - LS-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/07 08:00 - 11:00,,,0,238,-238
01734,Relações Internacionais na Época Contemporânea,082 - DCP,Exame,1.ª Época,Entrega de trabalho - 1.º Semestre (1.º Prazo),Não,-,2023/01/12 18:30 - 21:30,,,0,15,-15
01768,Fundamentos de Contabilidade de Gestão,"9189 - LIGE, 8366 - LIGE-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 11:30 - 14:30,,,0,116,-116
03845,Análise de Dados em Gestão de Recursos Humanos III,9157 - LGRH,Exame,2.ª Época,Exame - 2.ª Época (3) ,Não,-,2023/01/25 15:00 - 18:00,,,0,48,-48
L5074,Epistemologia e Conhecimento Antropológico,9448 - LA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 15:00 - 18:00,,,0,43,-43
02036,Seminário de Projecto em Finanças,B24 - MF,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/10/18 15:00 - 18:00,,,0,43,-43
L5014,Economia da Organização Industrial,9081 - LE,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 15:00 - 18:00,,,0,77,-77
00440,Laboratório de Ética e Profissão em Serviço Social,8014 - LSS-PL,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/06 18:30 - 21:30,,,0,53,-53
M8505,Estratégia e Desenvolvimento Empresarial,"B113 - MG, 064 - MGST",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/10/18 11:30 - 14:30,,,0,225,-225
M8483,Comportamento do Consumidor e Marketing Research,B55 - MM,Exame,1.ª Época,1st Sitting / 1ª Época,Não,-,2022/12/12 11:00 - 14:00,"D1.04, D1.01, D1.09",Resolvido,101,88,13
00953,"Gestão de Recursos Humanos (Pg, Ge)",BPG018 - GE,Avaliação Contínua,Época Normal,Trabalho,Não,-,2022/09/23 22:30 - 2022/10/19 22:30,,,0,47,-47
L0104,Estatística,9081 - LE,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/13 11:30 - 14:30,,,0,88,-88
L5221,Estatística e Análise de Dados II,9219 - LP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 08:00 - 11:00,,,0,114,-114
02474,Liderança e Comunicação Organizacional,0314 - PGGPP,Teste,Época Normal,Teste de Avaliação,Não,-,2022/10/27 19:00 - 21:00,,,0,52,-52
L5173,As Revoluções Liberais em Portugal,9927 - LHMC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/10 08:00 - 11:00,,,0,37,-37
00554,Métodos e Técnicas de Investigação em Administração Pública,013 - MAP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 18:30 - 21:30,,,0,48,-48
01710,Planeamento de Políticas Públicas,"0355 - APP, 0310 - CIESPP",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 15:00 - 18:00,,,0,63,-63
00438,Teoria e História do Serviço Social,8014 - LSS-PL,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:30 - 21:30,,,0,58,-58
03668,Metodologias de Investigação Aplicadas às Políticas de Administração e Gestão Escolar,0328 - DPAGE,Exame,1.ª Época,Entrega de trabalho - 2.º Semestre,Não,-,2023/06/07 18:30 - 21:30,,,0,13,-13
L5411,Teorias Sociológicas Clássicas,"9240 - LS, 8109 - LS-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 18:30 - 21:30,,,0,161,-161
00555,Análise de Indicadores Estatísticos,0310 - CIESPP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/14 08:00 - 11:00,,,0,98,-98
00316,Tópicos Avançados de Gestão I,B405 - DMAG,Exame,1.ª Época,Exame - 1.ª Época (1) ,Não,-,2023/01/04 08:00 - 11:00,,,0,56,-56
04072,Métodos de Avaliação de Políticas (Pgapp),0355 - APP,Exame,1.ª Época,Exame 1º Época,Não,-,2023/01/09 08:00 - 23:59,,Resolvido,0,29,-29
03744,Sistemas de Data Warehouse e Business Intelligence,"9189 - LIGE, 8366 - LIGE-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 11:30 - 14:30,,,0,119,-119
L5081,"Relações: Géneros, Famílias, Parentesco",9448 - LA,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 11:30 - 14:30,,,0,39,-39
M8531,Gestão de Operações (2ºc),064 - MGST,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/13 08:00 - 11:00,,,0,44,-44
M8556,Métodos Quantitativos Aplicados à Contabilidade,B27 - MC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/10/20 15:00 - 18:00,,,0,0,0
L5026,Culturas: Identificações e Diferenciações,9448 - LA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 11:30 - 14:30,,,0,49,-49
01997,História da Economia Social e Novos Desafios da Economia Solidária,0115 - MED,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/11 18:30 - 21:30,,,0,28,-28
03426,Opinião Pública e Sondagens,0310 - CIESPP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 15:00 - 18:00,,,0,36,-36
03628,Análise de Dados Exploratória,0325 - MAG,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/10/27 15:00 - 18:00,,,0,40,-40
L0787,Modulação e Codificação,9098 - LETI,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 11:30 - 14:30,,,0,94,-94
00731,"Emoções, Marketing, Publicidade e Tomada de Decisão",0311 - CIECSH,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/13 18:30 - 21:30,,,0,40,-40
03741,Sensores e Atuadores Inteligentes Para a Internet das Coisas (2020),0312 - CIISTA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/13 18:30 - 21:30,,,0,21,-21
M8256,Novas Perspectivas em História Moderna,B008 - MHMC,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 18:30 - 21:30,,,0,45,-45
02254,Gestão da Imagem Pessoal,CT01 - CT,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 08:00 - 11:00,,,0,85,-85
00981,Negociação (Pg),BPG018 - GE,Projecto,Época Normal,Trabalho,Não,-,2022/10/22 18:00 - 2022/11/10 18:30,,,0,0,0
L5048,Gestão do Retalho,L030 - LGIL,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/03 08:00 - 11:00,,,0,38,-38
01700,Estudos de Internet,083 - DCCo,Exame,1.ª Época,Entrega de trabalho (2º prazo),Não,-,2023/01/18 18:30 - 21:30,,,0,24,-24
04073,Trabalho de Projeto de Avaliação de Políticas,0355 - APP,Exame,Época Especial,Exame Época Especial,Não,-,2023/07/14 10:00 - 13:00,,Resolvido,0,29,-29
04036,Migrações Contemporâneas,B121 - MA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 18:30 - 21:30,,,0,36,-36
02430,Comunicação Organizacional,9157 - LGRH,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/12 11:30 - 14:30,,,0,67,-67
M2405,Opções Financeiras,B24 - MF,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/09 11:30 - 14:30,Auditório Afonso de Barros,Resolvido,40,59,-19
M8683,Gestão do Conhecimento e Cultura Organizacional,"B104 - MEI, 039 - MIG",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 18:30 - 21:30,,,0,58,-58
03811,Métodos de Investigação em Ciências e Tecnologias da Informação,B408 - DCTI,Exame,1.ª Época,Exame - 1.ª Época (1) ,Não,-,2023/01/11 18:30 - 21:30,,,0,21,-21
02297,Turismo e Mundos Urbanos,"0379 - TourDC, 027 - MGHT",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/09 08:00 - 11:00,,,0,27,-27
02038,Seminário Prática Profissional em Serviço Social,8014 - LSS-PL,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 18:30 - 21:30,,,0,60,-60
L0104,Estatística,9081 - LE,Teste,Época Normal,2º Teste Intercalar,Não,-,2022/11/08 09:30 - 12:30,,Novo,0,88,-88
L0119,Estatística I,"8029 - LFC, 9147 - LG",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/03 08:00 - 11:00,,,0,351,-351
00710,Introdução à Investigação em Ciências e Tecnologias de Informação,"0110 - PGIAO, B15 - MGSI",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 18:30 - 21:30,,,0,60,-60
02307,Ética e Sustentabilidade Empresarial,BPG013 - DE,Teste,Época Normal,Teste de Avaliação,Não,-,2022/12/17 10:00 - 12:00,,,0,44,-44
01926,Concepção de Sistemas de Controlo de Gestão,039 - MIG,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 18:30 - 21:30,,,0,45,-45
03433,"Os Desafios da Cultura, da Cidadania e dos Direitos Humanos",0311 - CIECSH,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/05 15:00 - 18:00,,,0,48,-48
00065,Metodologias Extensivas: Pesquisas Sociológicas Exemplares,B1D - DS,Exame,1.ª Época,Entrega de trabalho final,Não,-,2023/01/09 18:30 - 21:30,,,0,21,-21
01726,"Recepção, Fruição e Públicos da Cultura","B01 - MCCTI, 0177 - MEECult, 0321 - MEGC",Exame,Época Especial,Época especial - Trabalho individual,Não,-,2023/07/11 00:00 - 23:59,,,0,78,-78
L5216,"Aprendizagem, Motivação e Emoção",9219 - LP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 08:00 - 11:00,,,0,128,-128
L5096,Programação Concorrente e Distribuída,"9119 - LEI, 9885 - LEI-PL, 9189 - LIGE, 8366 - LIGE-PL",Exame,Época Especial,Exame Época Especial,Não,-,2023/07/10 08:00 - 11:00,,Resolvido,0,269,-269
03816,Desenho I (2020),9257 - MIA,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/19 08:00 - 11:00,,,0,74,-74
M8206,Diagnóstico e Intervenção Social e Organizacional,B4 - MPSO,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 11:30 - 14:30,,,0,88,-88
01800,Introdução ao Excel,"CT01 - CT, 9019 - LCP, 9240 - LS, 8109 - LS-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 08:00 - 11:00,,,0,238,-238
03731,Gestão e Sistemas de Informação nas Organizações,"9189 - LIGE, 8366 - LIGE-PL",Teste,Época Normal,Teste Gestão,Não,-,2022/11/02 18:00 - 20:00,Auditório 1NE03 - JJ Laginha,Resolvido,148,129,19
L2214,Projecto de Arquitectura I,9257 - MIA,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 08:00 - 11:00,,,0,57,-57
03984,Gestão de Operações para Executivos,0339 - MGA,Projecto,Época Normal,Group work,Não,-,2022/10/10 12:00 - 2022/10/25 23:59,,,0,22,-22
L5205,Competências Académicas I,9219 - LP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 08:00 - 11:00,,,0,123,-123
M8218,Psicologia dos Recursos Humanos,0313 - CIIBS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 11:30 - 14:30,,,0,46,-46
03831,Teoria e História da Arquitetura IV,9257 - MIA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/05 15:00 - 18:00,,,0,66,-66
L0779,Processamento de Informação,"9119 - LEI, 9885 - LEI-PL",Exame,Época Especial,Exame Época Especial,Não,-,2023/07/13 15:00 - 18:00,,Resolvido,0,137,-137
L5195,Marginalidade e Controlo Social,9927 - LHMC,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 08:00 - 11:00,,,0,50,-50
L1828,Gestão de Vendas,9156 - LGM,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 15:00 - 18:00,,,0,59,-59
03842,Análise de Dados em Marketing,9156 - LGM,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/10 08:00 - 11:00,,,0,50,-50
04008,Inglês Académico: Intermédio B1+,CT01 - CT,Exame,2.ª Época,Exame - 2.ª época,Não,-,2023/01/23 11:30 - 14:30,,Novo,0,27,-27
03669,Seminário de Projeto em Políticas de Administração e Gestão Escolar,0328 - DPAGE,Exame,1.ª Época,Entrega de trabalho - 2º Semestre,Não,-,2023/06/09 18:30 - 21:30,,,0,11,-11
02898,Estratégia e Desenvolvimento Organizacional para os Media,0277 - GNM,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 18:30 - 21:30,,,0,35,-35
01717,Estágio em Políticas Públicas,012 - MPP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/18 11:30 - 14:30,,,0,33,-33
M5700,Sistemas Integrados de Apoio à Decisão,"0312 - CIISTA, B57 - MSIAD",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/28 08:00 - 11:00,,,0,17,-17
00618,Dissertação em Serviço Social,B119 - MSS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/28 18:30 - 21:30,,,0,43,-43
L1836,Marketing Digital e E-Business,9156 - LGM,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 11:30 - 14:30,,,0,44,-44
02007,Empresas e Ambiente,"0313 - CIIBS, 0115 - MED, 0116 - MEAS",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/18 18:30 - 21:30,,,0,35,-35
L1805,Gestão do Marketing,"8029 - LFC, 9147 - LG, 9156 - LGM, L030 - LGIL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 08:00 - 11:00,,,0,300,-300
03734,Análise de Dados Multivariada,"9189 - LIGE, 8366 - LIGE-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/19 18:30 - 21:30,,,0,115,-115
03460,Mar e Globalização,0291 - GSM,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/11 18:30 - 21:30,,,0,44,-44
L0271,Macroeconomia I,9081 - LE,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/06 08:00 - 11:00,,,0,79,-79
L5021,Economia do Trabalho e dos Recursos Humanos,9081 - LE,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/17 11:30 - 14:30,,,0,74,-74
03349,Reporte Internacional,B42 - MGI,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/10/17 18:00 - 21:00,Auditório B1.04,Resolvido,96,44,52
04184,Métodos de Investigação Aplicados (Deint),0366 - DEInt,Exame,1.ª Época,Exame - 1.ª Época (1) ,Não,-,2023/01/10 18:30 - 21:30,,,0,24,-24
L0787,Modulação e Codificação,9098 - LETI,Exame,Época Especial,Exame Época Especial,Não,-,2023/07/11 15:00 - 18:00,,Resolvido,0,94,-94
02678,Análise de Campanhas Políticas,0310 - CIESPP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 15:00 - 18:00,,,0,35,-35
M0627,Investimentos (6ects),B24 - MF,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/15 15:00 - 18:00,,,0,62,-62
03172,Análise de Dados em Hotelaria e Turismo,027 - MGHT,Exame,1.ª Época,1st Sitting Part II,Não,-,2022/10/24 13:30 - 14:30,D1.01,Resolvido,33,28,5
02026,Métodos Estatísticos,0114 - DGest,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/11/28 09:30 - 12:30,,,0,17,-17
01710,Planeamento de Políticas Públicas,"0355 - APP, 0310 - CIESPP",Exame,1.ª Época,Exame 1ª Época | PG APP,Não,-,2022/11/28 08:00 - 23:59,,Resolvido,0,28,-28
04041,Informática para Economistas,9081 - LE,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/28 08:00 - 11:00,,,0,104,-104
00629,Programas de Intervenção Social,0210 - MPCPCJR,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 15:00 - 18:00,,,0,40,-40
00964,Seminário de Projecto de Investigação em Políticas Públicas,032 - DPP,Exame,1.ª Época,Entrega de trabalho (II),Não,-,2023/01/27 18:30 - 21:30,,,0,31,-31
03427,Instituições Políticas Comparadas,0310 - CIESPP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 15:00 - 18:00,,,0,34,-34
L0638,Contabilidade Financeira I,"9081 - LE, 8029 - LFC, 9147 - LG, 9156 - LGM, 9157 - LGRH, L030 - LGIL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 08:00 - 11:00,,,0,723,-723
03724,Bases de Dados,"9098 - LETI, 9119 - LEI, 9885 - LEI-PL, 9189 - LIGE, 8366 - LIGE-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/06 18:30 - 21:30,,,0,304,-304
03703,Cálculo I,"9098 - LETI, 9119 - LEI, 9885 - LEI-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 08:00 - 11:00,,,0,284,-284
00676,Organização Pessoal e Gestão do Tempo,CT01 - CT,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 08:00 - 11:00,,,0,91,-91
00673,Métodos e Técnicas de Estudo,CT01 - CT,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 08:00 - 11:00,,,0,114,-114
03722,Probabilidades e Processos Estocásticos,"9119 - LEI, 9885 - LEI-PL",Exame,Época Especial,Exame Época Especial,Não,-,2023/07/14 11:30 - 14:30,,Resolvido,0,161,-161
02305,Análise de Performance e Controlo de Gestão (Emba),BPG013 - DE,Teste,Época Normal,Teste de Avaliação,Não,-,2022/10/29 10:00 - 12:00,,,0,44,-44
03732,Investimentos e Mercados Financeiros,"9189 - LIGE, 8366 - LIGE-PL",Exame,Época Especial,Exame - Época Especial,Não,-,2023/07/12 11:30 - 14:30,,Resolvido,0,173,-173
02892,Sistemas de Recursos Humanos e Gestão de Recompensas,0219 - MGRHCO,Exame,2.ª Época,Trabalho Prático | Practical Assignment (2ª época | 2nd Sitting),Não,-,2023/01/09 12:00 - 2023/01/20 12:00,,,0,83,-83
L5138,Sociologia da Saúde,0310 - CIESPP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 15:00 - 18:00,,,0,54,-54
03758,Design e Produção de Jogos Digitais,0312 - CIISTA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/20 11:30 - 14:30,,,0,10,-10
03627,Aplicações de Business Analytics,0325 - MAG,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/11 08:00 - 11:00,,,0,40,-40
03903,Mercados de Obrigações,0332 - MRF,Teste,Época Normal,teste,Não,-,2023/02/02 18:30 - 18:30,,,0,21,-21
00683,Trabalho em Equipa,"CT01 - CT, 0385 - LDSA, 0388 - LMATD, 0389 - LTDA, 0386 - LTDE, 0391 - LTDG, 0387 - LTDIA, 0392 - LTDSAU, 0384 - LTDSEG",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 08:00 - 11:00,,,0,76,-76
01727,"Culturas Digitais, Fãs e Web 2.0",B01 - MCCTI,Exame,Época Especial,Época Especial - Trabaho individual,Não,-,2023/07/12 00:00 - 23:59,,,0,91,-91
04248,Linguagens Digitais nos Media,0310 - CIESPP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/10 18:30 - 21:30,,,0,32,-32
02678,Análise de Campanhas Políticas,0310 - CIESPP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 15:00 - 18:00,,,0,35,-35
00754,Questões do Conhecimento Antropológico,B121 - MA,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:30 - 21:30,,,0,31,-31
03674,Modelos de Previsão,0329 - MCD,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/12 18:00 - 21:00,,,0,37,-37
M8557,Métodos Quantitativos Aplicados ao Marketing,B55 - MM,Teste,Época Normal,Midterm Test,Não,-,2022/10/17 09:30 - 11:00,Auditório B1.03,Resolvido,102,82,20
L6102,Classes Sociais e Estratificação,"0394 - LPES, 8014 - LSS-PL, 9240 - LS, 8109 - LS-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/03 18:30 - 21:30,,,0,152,-152
