Código,Unidade Curricular,Cursos,Tipo,Época,Nome,Requer inscrição prévia,Período de Inscrição,Data,Salas,Estado de pedido de sala,Capacidade Salas,Nº alunos previsto,Lugares
03541,"Conceitos, Fundamentos e Desafios em Ação Humanitária",0344 - MAH,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/28 18:30 - 21:30,,,0,51,-51
03723,Tópicos de Matemática para Computação,"9119 - LEI, 9885 - LEI-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/19 18:30 - 21:30,,,0,136,-136
M8206,Diagnóstico e Intervenção Social e Organizacional,B4 - MPSO,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/19 11:30 - 14:30,,,0,88,-88
03421,Métodos Econométricos I,"B110 - ME, 0326 - EP",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/10 08:00 - 11:00,,,0,23,-23
04287,Contabilidade de Grupos Avançada,0380 - CCG,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/07 11:30 - 14:30,,,0,37,-37
L0430,Introdução à Psicologia Social,8014 - LSS-PL,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 18:30 - 21:30,,,0,0,0
03641,Economia Política Comparada (2º Ciclo),0326 - EP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 18:30 - 21:30,,,0,40,-40
M2356,Gestão de Unidades de Saúde,B23 - MGSS,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/10/27 08:00 - 11:00,,,0,39,-39
L1532,Gestão de Operações I,L030 - LGIL,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 11:30 - 14:30,,,0,57,-57
M9124,Gestão do Marketing (2.º Ciclo - Ch),B16 - MGE,Teste,Época Normal,Exame 1ª época · Iscte Executive Education,Não,-,2022/12/13 19:00 - 21:00,,,0,97,-97
03358,Redes Definidas por Software,0312 - CIISTA,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 18:30 - 21:30,,,0,16,-16
M8516,Gestão de Canais de Distribuição,B55 - MM,Exame,1.ª Época,1st Sitting / 1ª Época,Não,-,2022/12/16 14:00 - 17:00,Auditório 4,Resolvido,125,85,40
03440,Enoturismo e Negócio do Vinho,"0379 - TourDC, 027 - MGHT",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/12 08:00 - 11:00,,,0,32,-32
03562,Gestão de Stress,CT01 - CT,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 08:00 - 11:00,,,0,112,-112
03146,Introdução à Economia Monetária e Financeira,"0293 - ERIF, 0311 - CIECSH",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/04 15:00 - 18:00,,,0,29,-29
L0105,Investigação Operacional,9147 - LG,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 15:00 - 18:00,,,0,268,-268
02858,Economia Política e Globalização,9019 - LCP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 15:00 - 18:00,,,0,69,-69
L6017,Gestão Integrada de Projectos,0313 - CIIBS,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/20 08:00 - 11:00,,,0,58,-58
L1801,Marketing Internacional,0313 - CIIBS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 15:00 - 18:00,,,0,85,-85
01158,Economia da Empresa e Estratégia Empresarial,6421 - MEEC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/11/09 18:30 - 21:30,,,0,37,-37
M9211,Estratégia e Controlo de Gestão,BPG001 - PGCGP,Projecto,Época Normal,Trabalho de Grupo,Não,-,2022/09/27 18:30 - 2022/10/18 19:00,,,0,12,-12
03845,Análise de Dados em Gestão de Recursos Humanos III,9157 - LGRH,Exame,1.ª Época,Exame - 1.ª Época (4) ,Não,-,2023/01/11 08:00 - 11:00,,,0,48,-48
03355,Laboratório de Comunicações Ópticas,0312 - CIISTA,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 18:30 - 21:30,,,0,7,-7
L5087,Antropologia e Imagem,9448 - LA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/11 11:30 - 14:30,,,0,52,-52
M8492,Contabilidade Financeira Avançada (2.º Ciclo - Ch),"B27 - MC, 0380 - CCG",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/12 08:00 - 11:00,,,0,39,-39
03817,Geografia I,9257 - MIA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/05 08:00 - 11:00,,,0,70,-70
L5128,Sociologia da Cultura,0310 - CIESPP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/11 15:00 - 18:00,,,0,48,-48
01047,Sociologia do Desempenho Escolar,B34 - MES,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 18:30 - 21:30,,,0,83,-83
M8664,Economia Monetária Internacional Avançada,B114 - MEMF,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 18:30 - 21:30,,,0,50,-50
L2214,Projecto de Arquitectura I,9257 - MIA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/25 08:00 - 11:00,,,0,57,-57
M3505,Análise de Dados (2.º Ciclo),B113 - MG,Exame,1.ª Época,1st Sitting  - Part II / 1ª Época - Parte II,Não,-,2022/12/13 13:30 - 14:30,0S02,Resolvido,40,40,0
00011,Relações de Trabalho e Sindicalismo,B66 - MCTRL,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 08:00 - 11:00,,,0,57,-57
03748,Gestão de Sistemas de Informação (2º Ciclo),B104 - MEI,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/18 18:30 - 21:30,,,0,78,-78
03641,Economia Política Comparada (2º Ciclo),0326 - EP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 15:00 - 18:00,,,0,40,-40
L0510,Estratégia Empresarial,"9147 - LG, L030 - LGIL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 15:00 - 18:00,,,0,369,-369
03712,Engenharia de Software,9098 - LETI,Exame,Época Especial,Exame Época Especial,Não,-,2023/07/12 08:00 - 11:00,,Resolvido,0,59,-59
00809,Gestão Intercultural (Mim),B42 - MGI,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/17 18:00 - 21:00,,,0,45,-45
03433,"Os Desafios da Cultura, da Cidadania e dos Direitos Humanos",0311 - CIECSH,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/19 15:00 - 18:00,,,0,48,-48
01047,Sociologia do Desempenho Escolar,B34 - MES,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/18 18:30 - 21:30,,,0,83,-83
01721,Média e Opinião Pública,B01 - MCCTI,Exame,2.ª Época,2.ª Época - Exame,Não,-,2023/06/28 00:00 - 23:59,,,0,34,-34
01745,"Cidade, Migrações e Diversidade",080 - MEU,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/23 18:30 - 21:30,,,0,2,-2
01688,Psicologia do Contacto Intercultural e da Comunicação,"0338 - PMGIDS, 081 - MPRI",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/03 15:00 - 18:00,,,0,47,-47
M9003,A Investigação Sociológica em Portugal,B1D - DS,Exame,1.ª Época,Entrega de trabalho final,Não,-,2023/01/16 18:30 - 21:30,,,0,22,-22
02850,Estágio em Serviço Social I (12 Ects),8014 - LSS-PL,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/27 18:30 - 21:30,,,0,0,0
01476,Métodos de Investigação em Psicologia I,0218 - MCE,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/04 18:30 - 21:30,,,0,35,-35
03596,Armazenamento para Big Data,"0322 - LCD, 0324 - LCD-PL",Exame,Época Especial,Exame época especial,Não,-,2023/07/14 09:00 - 12:00,,Novo,0,87,-87
02017,Gestão da Biodiversidade,0116 - MEAS,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/11 18:30 - 21:30,,,0,40,-40
L6046,Gestão de Activos Financeiros,8029 - LFC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 11:30 - 14:30,,,0,71,-71
L5410,Objecto e Método da Sociologia,"9240 - LS, 8109 - LS-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 20:30 - 21:30,,,0,155,-155
02039,Seminário de Grupos e Intervenção Comunitária,8014 - LSS-PL,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/18 18:30 - 21:30,,,0,63,-63
00551,Dissertação em Administração Pública,013 - MAP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/23 18:30 - 21:30,,,0,29,-29
01773,Métodos de Análise de Multimédia,0310 - CIESPP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 18:30 - 21:30,,,0,45,-45
01784,Planeamento e Inovação em Marketing,B113 - MG,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/12 11:30 - 14:30,,,0,185,-185
03646,Métodos de Estudo de Caso em Economia Política,0326 - EP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 15:00 - 18:00,,,0,24,-24
01150,Métodos e Técnicas Quantitativas para Economia,6421 - MEEC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/10 18:30 - 21:30,,,0,37,-37
03066,"Decisão, Interação Estratégica e Contratos",6421 - MEEC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/05 18:30 - 21:30,Auditório 0NE03 - Mário Murteira,,45,37,8
02684,Seminário sobre Temas de Direito do Trabalho (6 Ects),0239 - MDET,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/03 18:30 - 21:30,,,0,14,-14
L5036,Avaliação e Reestruturação de Empresas,8029 - LFC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 11:30 - 14:30,,,0,91,-91
03607,Modelação Estocástica,"0322 - LCD, 0324 - LCD-PL",Exame,Época Especial,Exame época especial,Não,-,2023/07/12 15:00 - 18:00,,Novo,0,78,-78
04285,Gestão Fiscal,0380 - CCG,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/10/19 09:30 - 12:30,,,0,37,-37
03818,Cultura Arquitetónica (2020),9257 - MIA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 08:00 - 11:00,,,0,71,-71
02077,Relações Europa-África,0310 - CIESPP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 18:30 - 21:30,,,0,33,-33
M0117,Práticas Discursivas,B01 - MCCTI,Exame,2.ª Época,2.ª Época - Trabalho individual,Não,-,2023/01/23 00:00 - 23:59,,,0,108,-108
03094,Tópicos Avançados em Microeconomia I,"B412 - DEc, 5563 - DF",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 17:30 - 20:30,,,0,14,-14
L0626,Finanças Internacionais,8029 - LFC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 11:30 - 14:30,,,0,64,-64
00487,Análise e Finanças de Empresa,9157 - LGRH,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 11:30 - 14:30,,,0,50,-50
02124,Gestão Cultural,"0177 - MEECult, 0321 - MEGC, 0176 - MMA",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 15:00 - 18:00,,,0,79,-79
04072,Métodos de Avaliação de Políticas (Pgapp),0355 - APP,Exame,2.ª Época,Exame 2ª Época,Não,-,2023/05/15 10:00 - 13:00,,Resolvido,0,29,-29
L0782,Introdução à Programação,"9098 - LETI, 9119 - LEI, 9885 - LEI-PL, 9189 - LIGE, 8366 - LIGE-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/03 18:30 - 21:30,,,0,404,-404
00106,Gestão Estratégica e Sistemas de Informação Organizacional,0110 - PGIAO,Exame,1.ª Época,Exame 1ª Época | PGIAO,Não,-,2023/01/12 18:00 - 20:00,,Novo,0,27,-27
03956,Seminário de Projecto em Ciência Política e Relações Internacionais,082 - DCP,Exame,1.ª Época,Entrega de trabalho - 1.º Semestre,Não,-,2023/01/03 18:30 - 21:30,,,0,17,-17
00664,Diversidade no Local de Trabalho,CT01 - CT,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 08:00 - 11:00,,,0,67,-67
00506,Direito do Trabalho e da Segurança Social,B66 - MCTRL,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/18 18:30 - 21:30,,,0,41,-41
02849,Teorias da Personalidade,8014 - LSS-PL,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:30 - 21:30,,,0,66,-66
03724,Bases de Dados,"9098 - LETI, 9119 - LEI, 9885 - LEI-PL, 9189 - LIGE, 8366 - LIGE-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 11:30 - 14:30,,,0,304,-304
M9124,Gestão do Marketing (2.º Ciclo - Ch),B16 - MGE,Teste,Época Normal,Exame 2ª época · Iscte Executive Education,Não,-,2023/01/18 19:00 - 21:00,,,0,97,-97
L0889,Culturas de Protesto na Europa do Século XX,9927 - LHMC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/13 15:00 - 18:00,,,0,38,-38
03107,Tópicos Avançados em Macroeconomia II,B412 - DEc,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/20 15:00 - 18:00,,,0,2,-2
M0781,Cooperação Internacional em África,014 - MEA,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 15:00 - 18:00,,,0,57,-57
L5239,Psicometria,9219 - LP,Avaliação Contínua,Época Normal,Trabalho de grupo,Não,-,2022/09/22 09:30 - 2023/01/11 23:59,,,0,105,-105
03279,Economia e Poder em África (1c),0310 - CIESPP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/10 08:00 - 11:00,,,0,4,-4
M8406,Sistemas e Redes de Comunicação para Móveis Avançados,B103 - METI,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/11 18:30 - 21:30,,,0,51,-51
03763,Experiência do Utilizador e Visualização de Informação,B104 - MEI,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 18:30 - 21:30,,,0,76,-76
03738,Visualização e Interação Pessoa-Máquina,"9189 - LIGE, 8366 - LIGE-PL",Exame,Época Especial,Exame - Época Especial,Não,-,2023/07/11 15:00 - 18:00,,Resolvido,0,108,-108
M8107,Análise de Conteúdo com Programas Informáticos,0310 - CIESPP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/14 08:00 - 11:00,,,0,59,-59
02887,Inovação e Mudança Organizacional (2c),0219 - MGRHCO,Exame,1.ª Época,1st Sitting | 1ª Época,Não,-,2022/10/25 14:00 - 17:00,AA2.24,Resolvido,15,5,10
L0889,Culturas de Protesto na Europa do Século XX,9927 - LHMC,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 15:00 - 18:00,,,0,38,-38
03766,Introdução à Aprendizagem Automática,B104 - MEI,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/11 18:30 - 21:30,,,0,84,-84
03494,Ciberdireito,0329 - MCD,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/19 19:00 - 22:00,C6.10,Resolvido,40,33,7
03434,Teoria Antropológica,0288 - DAntFCSH,Exame,1.ª Época,Exame - 1.ª Época (1) ,Não,-,2023/01/09 18:30 - 21:30,,,0,2,-2
03596,Armazenamento para Big Data,"0322 - LCD, 0324 - LCD-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:00 - 21:00,,,0,87,-87
02850,Estágio em Serviço Social I (12 Ects),8014 - LSS-PL,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 18:30 - 21:30,,,0,0,0
03292,Empreendedorismo em Media,0277 - GNM,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/11 18:30 - 21:30,,,0,35,-35
03835,Ambiente e Sustentabilidade (Mia),9257 - MIA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/06 15:00 - 18:00,,,0,58,-58
02881,Desafios Atuais na Gestão de Recursos Humanos,0219 - MGRHCO,Exame,2.ª Época,2nd Sitting | 2ª Época,Não,-,2023/01/13 08:00 - 11:00,Auditório B1.04,Resolvido,96,81,15
M8650,Crescimento Económico (2º Ciclo),B110 - ME,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/12 08:00 - 11:00,,,0,26,-26
L5057,Liderança e Governança Organizacional,0313 - CIIBS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 15:00 - 18:00,,,0,98,-98
L5411,Teorias Sociológicas Clássicas,"9240 - LS, 8109 - LS-PL",Exame,Época Especial,Época Especial - Exame,Não,-,2023/07/14 18:30 - 21:30,,,0,161,-161
L2004,Electrónica Programada e Processamento Digital de Sinais,9098 - LETI,Exame,Época Especial,Exame Época Especial,Não,-,2023/07/13 15:00 - 18:00,,Resolvido,0,58,-58
L0103,Cálculo Financeiro,8029 - LFC,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 11:30 - 14:30,,,0,85,-85
M7622,Culturas Urbanas/ Culturas Populares,B008 - MHMC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/04 18:30 - 21:30,,,0,53,-53
L0779,Processamento de Informação,"9119 - LEI, 9885 - LEI-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 15:00 - 18:00,,,0,137,-137
03665,Estágio de 2º Ciclo (Espp),"082 - DCP, 083 - DCCo, 0344 - MAH, 079 - MAE, 013 - MAP, B31 - MCP, B66 - MCTRL, B01 - MCCTI, B34 - MES, 014 - MEA, 0321 - MEGC, 0186 - MEInt, 0277 - GNM, B008 - MHMC, B119 - MSS, B30 - MS",Exame,1.ª Época,Exame - 1.ª Época (1) ,Não,-,2023/01/16 18:30 - 21:30,,,0,116,-116
01710,Planeamento de Políticas Públicas,"0355 - APP, 0310 - CIESPP",Exame,2.ª Época,Exame 2ª Época | PG APP,Não,-,2023/05/08 10:00 - 13:00,,Resolvido,0,28,-28
03900,Ciência de Dados para Finanças,0332 - MRF,Teste,Época Normal,teste,Não,-,2022/11/17 18:30 - 20:30,,,0,21,-21
03209,Fundamentos de Ciência dos Dados,"0312 - CIISTA, 039 - MIG",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 15:00 - 18:00,,,0,93,-93
L5157,Instituições Políticas,9019 - LCP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 11:30 - 14:30,,,0,80,-80
00621,Metodologias de Planeamento e Avaliação de Projectos de Desenvolvimento,0115 - MED,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 18:30 - 21:30,,,0,33,-33
L1830,Marketing Pessoal,0313 - CIIBS,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/20 08:00 - 11:00,,,0,53,-53
01191,Métodos e Técnicas de Investigação em Ciências Sociais,8014 - LSS-PL,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 18:30 - 21:30,,,0,123,-123
L6105,Análise de Dados em Ciências Sociais: Modelos de Dependência,"9240 - LS, 8109 - LS-PL",Exame,1.ª Época,1.ª Época - Exame SPSS,Não,-,2023/01/06 18:30 - 21:30,,,0,113,-113
L5180,A Europa e o Mundo Entre as Guerras,9927 - LHMC,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 11:30 - 14:30,,,0,37,-37
L6105,Análise de Dados em Ciências Sociais: Modelos de Dependência,"9240 - LS, 8109 - LS-PL",Avaliação Contínua,Época Normal,1º Teste Escrito,Não,-,2022/10/25 18:00 - 21:00,"Auditório B1.03, Auditório B2.04",Resolvido,197,107,90
M9258,Gestão Fiscal das Empresas,BPG001 - PGCGP,Projecto,Época Normal,Trabalho de Grupo,Não,-,2023/01/03 18:30 - 2023/02/07 19:00,,,0,12,-12
L5178,A Economia Mundial nos Séculos XIX e XX,9927 - LHMC,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 08:00 - 11:00,,,0,64,-64
L5096,Programação Concorrente e Distribuída,"9119 - LEI, 9885 - LEI-PL, 9189 - LIGE, 8366 - LIGE-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 11:30 - 14:30,,,0,269,-269
00683,Trabalho em Equipa,"CT01 - CT, 0385 - LDSA, 0388 - LMATD, 0389 - LTDA, 0386 - LTDE, 0391 - LTDG, 0387 - LTDIA, 0392 - LTDSAU, 0384 - LTDSEG",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 08:00 - 11:00,,,0,76,-76
L5103,Teoria da Computação,"9119 - LEI, 9885 - LEI-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/14 08:00 - 11:00,,,0,135,-135
00121,Cognição e Emoção,0218 - MCE,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 18:30 - 21:30,,,0,33,-33
00981,Negociação (Pg),BPG018 - GE,Avaliação Contínua,Época Normal,Trabalho,Não,-,2022/09/24 13:00 - 2022/10/15 10:00,,,0,47,-47
01717,Estágio em Políticas Públicas,012 - MPP,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 11:30 - 14:30,,,0,33,-33
L0524,Modelos Organizacionais,9147 - LG,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 11:30 - 14:30,,,0,221,-221
M8656,História do Pensamento Económico,B110 - ME,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/13 08:00 - 11:00,,,0,39,-39
00011,Relações de Trabalho e Sindicalismo,B66 - MCTRL,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/28 08:00 - 11:00,,,0,57,-57
M4502,Diplomacia e Política Externa no Antigo Regime,B008 - MHMC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 18:30 - 21:30,,,0,49,-49
02038,Seminário Prática Profissional em Serviço Social,8014 - LSS-PL,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/12 18:30 - 21:30,,,0,60,-60
01699,Comunicação Estratégica,083 - DCCo,Exame,1.ª Época,Entrega de trabalho,Não,-,2023/01/06 18:30 - 21:30,,,0,24,-24
00894,Gestão de Serviços A Clientes,027 - MGHT,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/11 08:00 - 11:00,,,0,33,-33
02858,Economia Política e Globalização,9019 - LCP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 11:30 - 14:30,,,0,69,-69
03654,Tópicos de Matemática Elementar II,CT01 - CT,Teste,Época Normal,Teste MP-M23-1,Não,-,2023/01/30 18:00 - 20:30,,Novo,0,50,-50
L5205,Competências Académicas I,9219 - LP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/11 08:00 - 11:00,,,0,123,-123
03960,Seminário de História I (2020),"0185 - DHESD, 5603 - DHMC",Exame,1.ª Época,Entrega de trabalho,Não,-,2023/01/27 18:30 - 21:30,,,0,12,-12
L0787,Modulação e Codificação,9098 - LETI,Teste,Época Normal,Teste intercalar,Não,-,2022/10/15 10:00 - 12:00,Auditório B1.03,Resolvido,102,65,37
L5225,Psicopatologia,9219 - LP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 15:00 - 18:00,,,0,125,-125
00504,Planeamento e Avaliação de Educação e Formação,B34 - MES,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/13 18:30 - 21:30,,,0,41,-41
03775,Sistemas de Informação Analíticos I (2020),B57 - MSIAD,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 18:30 - 21:30,,,0,39,-39
01625,Negociação (2º Ciclo),BPG013 - DE,Teste,Época Normal,Teste de Avaliação,Não,-,2022/12/09 19:00 - 19:00,,,0,39,-39
01788,Microeconomia (2º Ciclo),B110 - ME,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/10/21 11:30 - 14:30,,,0,24,-24
L5041,Gestão de Operações e Logística,9156 - LGM,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 11:30 - 14:30,,,0,62,-62
01938,Português Como Língua Estrangeira - Elementar,CT01 - CT,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 16:00 - 18:00,,Novo,0,5,-5
L5166,Formação do Portugal Moderno,9927 - LHMC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/06 11:30 - 14:30,,,0,43,-43
03332,"Diásporas Africanas, Migrações e Direitos",014 - MEA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/03 15:00 - 18:00,,,0,62,-62
03593,Fundamentos em Gestão de Bases de Dados,"0322 - LCD, 0324 - LCD-PL",Exame,Época Especial,Exame época especial,Não,-,2023/07/11 09:00 - 12:00,,Novo,0,92,-92
01286,Enquadramento do Controlo de Gestão,BPG001 - PGCGP,Projecto,Época Normal,Trabalho de Grupo,Não,-,2022/09/20 18:30 - 2022/10/11 21:00,,,0,12,-12
M8650,Crescimento Económico (2º Ciclo),B110 - ME,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/10/27 14:30 - 17:30,,,0,26,-26
03071,Seminário de Economia da Empresa e da Concorrência (12 Ects),6421 - MEEC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/03 18:30 - 21:30,,,0,32,-32
00909,Gestão de Recursos Humanos (2ºciclo),B23 - MGSS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/12 08:00 - 11:00,,,0,39,-39
02036,Seminário de Projecto em Finanças,B24 - MF,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/12 15:00 - 18:00,,,0,43,-43
